utt,intent,partition
send will do thanks to john as a reply to his last message,email_sendemail,train
send a reply email thank you very much to john at gmail dot com,email_sendemail,train
check emails for last two hours,email_query,dev
check emails for last twelve hours,email_query,dev
prepare email for susan,email_sendemail,test
email gary,email_sendemail,train
do i have any emails from katherine,email_query,train
do i have any emails to read from jason,email_query,train
list new emails,email_query,train
show latest emails,email_query,train
list emails for last hour,email_query,train
add a new contact for daniel bell dbell at a o l dot com,email_addcontact,train
i need to add this new contact for sam smith ssmith at yahoo dot com,email_addcontact,train
alexa add erosser at hotmail dot com as a new contact for emily rosser,email_addcontact,dev
check new emails from jim,email_query,train
check emails from gary for last hour,email_query,train
list emails from jim for today,email_query,train
email family,email_sendemail,train
send an email to rae telling her my phone is back in service,email_sendemail,train
send an email to julie that i can meet up with her on saturday at one p m,email_sendemail,train
send an email to bill that im sorry i didnt realize he was so sick,email_sendemail,train
check to see if new emails have come from title nine,email_query,train
let me know if there are any new emails from ebay,email_query,dev
let me know when a new email arrives from rachel,email_query,train
how many new emails do i have,email_query,train
what new emails do i have,email_query,test
can you read me my latest emails,email_query,train
what are my new emails,email_query,train
add the new email to my contacts,email_addcontact,train
