id,utt,intent,partition
18203,i cannot recall the pin for my savings account,pin_change,train
18204,i forgot the pin number for my college fund account,pin_change,train
18205,set up a new pin number on my college fund account and make it be 1234,pin_change,train
18206,i want 1234 to be the new pin number for my joint account,pin_change,train
18207,please change my checking account pin to 1234,pin_change,train
18208,i need to set up a new pin number for my college fund account,pin_change,train
18209,i want my savings account pin to be 1234 from now on,pin_change,train
18210,please change my retirement account pin number to 1234,pin_change,train
18211,my checking account needs a new pin number,pin_change,train
18212,i seem to have lost the pin for my retirement account,pin_change,train
18213,i would like to replace the pin number for my retirement account,pin_change,train
18214,i'd like to change my pin number for my checking account,pin_change,train
18215,i want a new pin for my savings account,pin_change,train
18216,i'm afraid i've forgotten the pin for my 401k account,pin_change,train
18217,i need help changing my pin,pin_change,train
18218,is there a way to get my pin number,pin_change,train
18219,is there a way to change my pin number for my savings account,pin_change,train
18220,i need my pin number,pin_change,train
18221,"how do i get my pin number, i forgot mine",pin_change,train
18222,help me change my pin number for my money market account,pin_change,train
18223,how do i get a new pin,pin_change,train
18224,tell me how i can get a new pin number,pin_change,train
18225,tell me how to retrieve my pin number,pin_change,train
18226,"help me, i forgot my pin number",pin_change,train
18227,what is the procedure for getting a new pin number,pin_change,train
18228,how do i change my pin number for my payroll account,pin_change,train
18229,change my pin number for my checking account,pin_change,train
18230,change my amex account pin to 1234,pin_change,train
18231,change my amex pin to 1234,pin_change,train
18232,swap my amex pin to 1234,pin_change,train
18233,switch my amex pin to 1234,pin_change,train
18234,set my amex pin to 1234,pin_change,train
18235,you need to change the pin on my bank of america account to be 1234,pin_change,train
18236,i need you to change the pin on my bank of america account to be 1234,pin_change,train
18237,i need to change my pin number for my account,pin_change,train
18238,i must change my pin number for my money market account,pin_change,train
18239,i cannot remember what my pin is for my bank of america checking account,pin_change,train
18240,i really need to change my pin number for my account,pin_change,train
18241,i cannot remember what my pin is for my bank of america checking account this moment,pin_change,train
18242,i want to change my pin number for my checking account,pin_change,train
18243,i want to change my pin number for my account,pin_change,train
18244,please go and change the pin on my bank of america account to be 1234,pin_change,train
18245,i must change my pin number for my account,pin_change,train
18246,go ahead and change the pin on my bank of america account to be 1234,pin_change,train
18247,i got to change my pin number for my account,pin_change,train
18248,i need to change my pin number for my savings account,pin_change,train
18249,i wanna change my pin number for my credit acount,pin_change,train
18250,please change the pin on my bank of america account to be 1234,pin_change,train
18251,i really cannot remember what my pin is for my bank of america checking account,pin_change,train
18252,i gotta change my pin number for my debit account,pin_change,train
18253,i am unable to remember what my pin is for my bank of america checking account,pin_change,train
18254,so it turns out i can't remember what my pin is for my bank of america checking account,pin_change,train
18255,"how do i change my pin number for my account, please",pin_change,train
18256,"how do i update my pin number for my account, please",pin_change,train
18257,"i would like to change the pin on my checking account, please",pin_change,train
18258,"i'd like to change the pin on my savings account, please",pin_change,train
18259,change the pin on my capital one account to be 1234,pin_change,train
18260,change the pin on my redwood credit union account to be 1234,pin_change,train
18261,change the pin on my chase account to be 1234,pin_change,train
18262,how do i update my pin number for my account,pin_change,train
18263,i would like to change the pin on my savings account,pin_change,train
18264,change the pin on my wells fargo account to be 1234,pin_change,train
18265,change the pin on my bank of america account to be 1234,pin_change,train
18266,i would like to change the pin on my checking account,pin_change,train
18267,"i would like to change the pin on my savings account, please",pin_change,train
18268,"how do i reset my pin number for my account, please",pin_change,train
18269,please change pin to 1234 on my bank account trailing in 3829,pin_change,train
18270,on account ending in 3838 change my pin to 1234,pin_change,train
18271,change my pin to 1234 on account ending with digits 4994,pin_change,train
